gvkey,splticrm,spsdrm,spsticrm,datadate,conm,tic
183366,BBB,,,2016-12-31,HYATT HOTELS CORP,H
183366,BBB,,,2017-01-31,HYATT HOTELS CORP,H
183366,BBB,,,2017-02-28,HYATT HOTELS CORP,H
183547,,,,2009-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2009-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2010-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2011-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-02-29,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2012-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2013-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-08-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-09-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-10-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-11-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2014-12-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-01-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-02-28,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-03-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-04-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-05-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-06-30,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-07-31,CODA OCTOPUS GROUP INC,CODA
183547,,,,2015-08-31,CODA OCTOPUS GROUP INC,CODA
183581,B+,,,2011-03-31,OPENLANE INC,KAR
183581,B+,,,2011-04-30,OPENLANE INC,KAR
183581,B+,,,2011-05-31,OPENLANE INC,KAR
183581,B+,,,2011-06-30,OPENLANE INC,KAR
183581,B+,,,2011-07-31,OPENLANE INC,KAR
183581,B+,,,2011-08-31,OPENLANE INC,KAR
183581,B+,,,2011-09-30,OPENLANE INC,KAR
183581,B+,,,2011-10-31,OPENLANE INC,KAR
183581,B+,,,2011-11-30,OPENLANE INC,KAR
183581,B+,,,2011-12-31,OPENLANE INC,KAR
183581,B+,,,2012-01-31,OPENLANE INC,KAR
183581,B+,,,2012-02-29,OPENLANE INC,KAR
183581,B+,,,2012-03-31,OPENLANE INC,KAR
183581,B+,,,2012-04-30,OPENLANE INC,KAR
183581,B+,,,2012-05-31,OPENLANE INC,KAR
183581,B+,,,2012-06-30,OPENLANE INC,KAR
183581,B+,,,2012-07-31,OPENLANE INC,KAR
183581,B+,,,2012-08-31,OPENLANE INC,KAR
183581,B+,,,2012-09-30,OPENLANE INC,KAR
183581,B+,,,2012-10-31,OPENLANE INC,KAR
183581,B+,,,2012-11-30,OPENLANE INC,KAR
183581,B+,,,2012-12-31,OPENLANE INC,KAR
183581,B+,,,2013-01-31,OPENLANE INC,KAR
183581,B+,,,2013-02-28,OPENLANE INC,KAR
183581,B+,,,2013-03-31,OPENLANE INC,KAR
183581,B+,,,2013-04-30,OPENLANE INC,KAR
183581,B+,,,2013-05-31,OPENLANE INC,KAR
183581,B+,,,2013-06-30,OPENLANE INC,KAR
183581,B+,,,2013-07-31,OPENLANE INC,KAR
183581,B+,,,2013-08-31,OPENLANE INC,KAR
183581,B+,,,2013-09-30,OPENLANE INC,KAR
183581,B+,,,2013-10-31,OPENLANE INC,KAR
183581,B+,,,2013-11-30,OPENLANE INC,KAR
183581,B+,,,2013-12-31,OPENLANE INC,KAR
183581,B+,,,2014-01-31,OPENLANE INC,KAR
183581,B+,,,2014-02-28,OPENLANE INC,KAR
183581,B+,,,2014-03-31,OPENLANE INC,KAR
183581,B+,,,2014-04-30,OPENLANE INC,KAR
183581,B+,,,2014-05-31,OPENLANE INC,KAR
183581,B+,,,2014-06-30,OPENLANE INC,KAR
183581,B+,,,2014-07-31,OPENLANE INC,KAR
183581,B+,,,2014-08-31,OPENLANE INC,KAR
183581,B+,,,2014-09-30,OPENLANE INC,KAR
183581,B+,,,2014-10-31,OPENLANE INC,KAR
183581,B+,,,2014-11-30,OPENLANE INC,KAR
183581,B+,,,2014-12-31,OPENLANE INC,KAR
183581,B+,,,2015-01-31,OPENLANE INC,KAR
183581,B+,,,2015-02-28,OPENLANE INC,KAR
183581,B+,,,2015-03-31,OPENLANE INC,KAR
183581,B+,,,2015-04-30,OPENLANE INC,KAR
183581,B+,,,2015-05-31,OPENLANE INC,KAR
183581,B+,,,2015-06-30,OPENLANE INC,KAR
183581,BB-,,,2015-07-31,OPENLANE INC,KAR
183581,BB-,,,2015-08-31,OPENLANE INC,KAR
183581,BB-,,,2015-09-30,OPENLANE INC,KAR
183581,BB-,,,2015-10-31,OPENLANE INC,KAR
183581,BB-,,,2015-11-30,OPENLANE INC,KAR
183581,BB-,,,2015-12-31,OPENLANE INC,KAR
183581,BB-,,,2016-01-31,OPENLANE INC,KAR
183581,BB-,,,2016-02-29,OPENLANE INC,KAR
183581,BB-,,,2016-03-31,OPENLANE INC,KAR
183581,BB-,,,2016-04-30,OPENLANE INC,KAR
183581,BB-,,,2016-05-31,OPENLANE INC,KAR
183581,BB-,,,2016-06-30,OPENLANE INC,KAR
183581,BB-,,,2016-07-31,OPENLANE INC,KAR
183581,BB-,,,2016-08-31,OPENLANE INC,KAR
183581,BB-,,,2016-09-30,OPENLANE INC,KAR
183581,BB-,,,2016-10-31,OPENLANE INC,KAR
183581,BB-,,,2016-11-30,OPENLANE INC,KAR
183581,BB-,,,2016-12-31,OPENLANE INC,KAR
183581,BB-,,,2017-01-31,OPENLANE INC,KAR
183581,BB-,,,2017-02-28,OPENLANE INC,KAR
183736,,,,2012-02-29,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-03-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-04-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-05-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-06-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-07-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-08-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-09-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-10-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-11-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2012-12-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-01-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-02-28,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-03-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-04-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-05-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-06-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-07-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-08-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-09-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-10-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-11-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2013-12-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-01-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-02-28,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-03-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-04-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-05-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-06-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-07-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-08-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-09-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-10-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-11-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2014-12-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-01-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-02-28,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-03-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-04-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-05-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-06-30,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-07-31,GENERAC HOLDINGS INC,GNRC
183736,,,,2015-08-31,GENERAC HOLDINGS INC,GNRC
184049,,,,2011-12-31,BLINK CHARGING CO,BLNK
184049,,,,2012-01-31,BLINK CHARGING CO,BLNK
184049,,,,2012-02-29,BLINK CHARGING CO,BLNK
184049,,,,2012-03-31,BLINK CHARGING CO,BLNK
184049,,,,2012-04-30,BLINK CHARGING CO,BLNK
184049,,,,2012-05-31,BLINK CHARGING CO,BLNK
184049,,,,2012-06-30,BLINK CHARGING CO,BLNK
184049,,,,2012-07-31,BLINK CHARGING CO,BLNK
184049,,,,2012-08-31,BLINK CHARGING CO,BLNK
184049,,,,2012-09-30,BLINK CHARGING CO,BLNK
184049,,,,2012-10-31,BLINK CHARGING CO,BLNK
184049,,,,2012-11-30,BLINK CHARGING CO,BLNK
184049,,,,2012-12-31,BLINK CHARGING CO,BLNK
184049,,,,2013-01-31,BLINK CHARGING CO,BLNK
184049,,,,2013-02-28,BLINK CHARGING CO,BLNK
184049,,,,2013-03-31,BLINK CHARGING CO,BLNK
184049,,,,2013-04-30,BLINK CHARGING CO,BLNK
184049,,,,2013-05-31,BLINK CHARGING CO,BLNK
184049,,,,2013-06-30,BLINK CHARGING CO,BLNK
184049,,,,2013-07-31,BLINK CHARGING CO,BLNK
184049,,,,2013-08-31,BLINK CHARGING CO,BLNK
184049,,,,2013-09-30,BLINK CHARGING CO,BLNK
184049,,,,2013-10-31,BLINK CHARGING CO,BLNK
184049,,,,2013-11-30,BLINK CHARGING CO,BLNK
184049,,,,2013-12-31,BLINK CHARGING CO,BLNK
184049,,,,2014-01-31,BLINK CHARGING CO,BLNK
184049,,,,2014-02-28,BLINK CHARGING CO,BLNK
184049,,,,2014-03-31,BLINK CHARGING CO,BLNK
184049,,,,2014-04-30,BLINK CHARGING CO,BLNK
184049,,,,2014-05-31,BLINK CHARGING CO,BLNK
184049,,,,2014-06-30,BLINK CHARGING CO,BLNK
184049,,,,2014-07-31,BLINK CHARGING CO,BLNK
184049,,,,2014-08-31,BLINK CHARGING CO,BLNK
184049,,,,2014-09-30,BLINK CHARGING CO,BLNK
184049,,,,2014-10-31,BLINK CHARGING CO,BLNK
184049,,,,2014-11-30,BLINK CHARGING CO,BLNK
184049,,,,2014-12-31,BLINK CHARGING CO,BLNK
184049,,,,2015-01-31,BLINK CHARGING CO,BLNK
184049,,,,2015-02-28,BLINK CHARGING CO,BLNK
184049,,,,2015-03-31,BLINK CHARGING CO,BLNK
184049,,,,2015-04-30,BLINK CHARGING CO,BLNK
184049,,,,2015-05-31,BLINK CHARGING CO,BLNK
184049,,,,2015-06-30,BLINK CHARGING CO,BLNK
184049,,,,2015-07-31,BLINK CHARGING CO,BLNK
184049,,,,2015-08-31,BLINK CHARGING CO,BLNK
184133,,,,2012-01-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-02-29,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-03-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-04-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-05-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-06-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-07-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-08-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-09-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-10-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-11-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2012-12-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-01-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-02-28,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-03-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-04-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-05-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-06-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-07-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-08-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-09-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-10-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-11-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2013-12-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-01-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-02-28,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-03-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-04-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-05-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-06-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-07-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-08-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-09-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-10-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-11-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2014-12-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-01-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-02-28,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-03-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-04-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-05-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-06-30,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-07-31,PIONEER POWER SOLUTIONS INC,PPSI
184133,,,,2015-08-31,PIONEER POWER SOLUTIONS INC,PPSI
184258,BB-,,,2010-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2010-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-02-28,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2011-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-02-29,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2012-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-02-28,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2013-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-02-28,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2014-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-02-28,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2015-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-02-29,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-03-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-04-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-05-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-06-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-07-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-08-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-09-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-10-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-11-30,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2016-12-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2017-01-31,DOUGLAS DYNAMICS INC,PLOW
184258,BB-,,,2017-02-28,DOUGLAS DYNAMICS INC,PLOW
184259,,,,2012-05-31,S&W SEED CO,SANW
184259,,,,2012-06-30,S&W SEED CO,SANW
184259,,,,2012-07-31,S&W SEED CO,SANW
184259,,,,2012-08-31,S&W SEED CO,SANW
184259,,,,2012-09-30,S&W SEED CO,SANW
184259,,,,2012-10-31,S&W SEED CO,SANW
184259,,,,2012-11-30,S&W SEED CO,SANW
184259,,,,2012-12-31,S&W SEED CO,SANW
184259,,,,2013-01-31,S&W SEED CO,SANW
184259,,,,2013-02-28,S&W SEED CO,SANW
184259,,,,2013-03-31,S&W SEED CO,SANW
184259,,,,2013-04-30,S&W SEED CO,SANW
184259,,,,2013-05-31,S&W SEED CO,SANW
184259,,,,2013-06-30,S&W SEED CO,SANW
184259,,,,2013-07-31,S&W SEED CO,SANW
184259,,,,2013-08-31,S&W SEED CO,SANW
184259,,,,2013-09-30,S&W SEED CO,SANW
184259,,,,2013-10-31,S&W SEED CO,SANW
184259,,,,2013-11-30,S&W SEED CO,SANW
184259,,,,2013-12-31,S&W SEED CO,SANW
184259,,,,2014-01-31,S&W SEED CO,SANW
184259,,,,2014-02-28,S&W SEED CO,SANW
184259,,,,2014-03-31,S&W SEED CO,SANW
184259,,,,2014-04-30,S&W SEED CO,SANW
184259,,,,2014-05-31,S&W SEED CO,SANW
184259,,,,2014-06-30,S&W SEED CO,SANW
184259,,,,2014-07-31,S&W SEED CO,SANW
184259,,,,2014-08-31,S&W SEED CO,SANW
184259,,,,2014-09-30,S&W SEED CO,SANW
184259,,,,2014-10-31,S&W SEED CO,SANW
184259,,,,2014-11-30,S&W SEED CO,SANW
184259,,,,2014-12-31,S&W SEED CO,SANW
184259,,,,2015-01-31,S&W SEED CO,SANW
184259,,,,2015-02-28,S&W SEED CO,SANW
184259,,,,2015-03-31,S&W SEED CO,SANW
184259,,,,2015-04-30,S&W SEED CO,SANW
184259,,,,2015-05-31,S&W SEED CO,SANW
184259,,,,2015-06-30,S&W SEED CO,SANW
184259,,,,2015-07-31,S&W SEED CO,SANW
184259,,,,2015-08-31,S&W SEED CO,SANW
184453,,,,2012-03-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-04-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-05-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-06-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-07-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-08-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-09-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-10-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-11-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2012-12-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-01-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-02-28,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-03-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-04-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-05-31,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-06-30,H WORLD GROUP LIMITED,HTHT
184453,,,,2013-07-31,H WORLD GROUP LIMITED,HTHT
